	Chrom	Gene	Strand	Start	End	Position	p-value	Ratio Difference	Absolute ratio difference	n1: rna	n2: rna	N1: rna	N2: rna
4152	chr18	MEX3C	-	51174549	51177576	51177564	0.0004967002754435093	-0.12160800196280952	0.12160800196280952	284.64179104477614	321.4766169154229	161.41666666666663	101.66666666666669
4153	chr18	MIB1	+	21864525	21870953	21865095	0.5092169433531482	-0.0700838835314096	0.0700838835314096	66.00802321611471	99.18999658586549	33.664912280701756	36.254385964912274
4154	chr18	MOCOS	+	36268532	36272157	36271358	0.8481304076077494	-0.2515532926243079	0.2515532926243079	0.0	0.5882352941176471	1.0845718329794762	1.7501769285208773
4155	chr18	MPPE1	-	11882621	11884627	11884074	0.44192391655759067	0.025976251303109682	0.025976251303109682	21.29662766689608	16.911218169304888	248.9294755877034	303.16998191681733
4156	chr18	MTCL1	+	8828907	8832778	8831002	0.23333727581071553	-0.03857361971966988	0.03857361971966988	293.9802927927928	290.84065315315314	35.970405727923605	22.040572792362752
4157	chr18	MYL12A	+	3255745	3256237	3256107	0.20607092894290757	-0.012032387031370106	0.012032387031370106	3291.0384615384614	3538.6692307692306	6398.32320441989	6523.309392265193
4158	chr18	MYL12B	+	3277764	3278461	3278161	0.058380270683958936	-0.013364621124075757	0.013364621124075757	369.53333333333336	456.26666666666665	4410.952141057935	4576.178841309824
4159	chr18	MYO5B	-	49822788	49826623	49823481	0.7386357379151987	-0.42206178505077674	0.42206178505077674	0.1774891774891775	1.5454545454545454	1.0330999363462763	1.1721833227243796
4160	chr18	NAPG	+	10550076	10552764	10552142	0.2733449407859395	-0.07560922614117543	0.07560922614117543	73.77331189710611	98.69774919614147	133.12778315585672	129.6781219748306
4161	chr18	NARS1	-	57600655	57601783	57601217	0.0004984683715893181	0.0836568759087516	0.0836568759087516	540.3540925266904	372.2384341637011	623.441696113074	605.6731448763251
4162	chr18	NDC80	+	2616436	2616635	2616518	0.4407584775270207	-0.05449748595406839	0.05449748595406839	139.85470085470087	129.26495726495727	164.6829268292683	122.35365853658539
4163	chr18	NDUFV2	+	9134185	9134341	9134318	0.5933934587607135	-0.022999624103214544	0.022999624103214544	436.7391304347826	426.30434782608694	575.3533834586466	511.6165413533834
4164	chr18	NEDD4L	+	58396166	58401540	58400583	0.7926949798206397	-0.08746777063231934	0.08746777063231934	3.0355276907001043	6.679205851619645	14.71021055014716	19.15666742132669
4165	chr18	NFATC1	+	79467449	79470015	79469216	0.7141837562764213	0.07143916014177325	0.07143916014177325	0.2553191489361702	0.0	3.318619128466327	9.235993208828523
4166	chr18	NFATC1	+	79527527	79529323	79527646	0.6882688837813298	0.1893018636325181	0.1893018636325181	4.45020870602266	20.890280262373285	1.310924369747899	14.932773109243694
4167	chr18	NPC1	-	23531441	23532284	23532269	0.00019594656313307547	0.09380270556735476	0.09380270556735476	304.95893719806764	2020.1618357487923	239.93333333333334	2316.2
4168	chr18	ONECUT2	+	57476436	57491298	57481193	0.8343117043122391	0.20154562594068265	0.20154562594068265	1.0021771400296882	0.2731321128154379	2.310910237544671	2.432625604372504
4169	chr18	OSBPL1A	-	24162044	24163281	24163179	0.13440491513592215	-0.09768757392852034	0.09768757392852034	71.1568281938326	120.29955947136564	109.77450980392156	124.72549019607844
4170	chr18	PARD6G	-	80157231	80160606	80158085	0.5246137113931981	-0.07911282257772168	0.07911282257772168	50.96370023419204	72.45081967213115	33.66560888536295	33.88932963109876
4171	chr18	PHLPP1	+	62978261	62980433	62979458	0.9127577678347325	-0.03168447540770958	0.03168447540770958	46.66153846153846	61.63076923076923	29.35756056808689	33.84711779448622
4172	chr18	PIAS2	-	46803217	46812615	46812064	0.32759776254442585	-0.09653093389828418	0.09653093389828418	15.630044082739913	15.81767830903131	82.3157894736842	45.94373865698729
4173	chr18	PIAS2	-	46815710	46818447	46818366	0.3044743382780441	0.13099414825013575	0.13099414825013575	14.756777108433734	23.101656626506024	24.802469135802472	72.34567901234568
4174	chr18	PIAS2	-	46823285	46828130	46824465	0.22987340331280773	0.23423065760540568	0.23423065760540568	10.66864406779661	2.9322033898305087	16.67394270122783	15.86957708049113
4175	chr18	PIGN	-	62041163	62045979	62043727	0.624378523698071	-0.04294399118522264	0.04294399118522264	1.8319032761310452	4.7523400936037445	50.23401420959147	56.075044404973355
4176	chr18	PIK3C3	+	42081122	42087830	42081385	0.8835114955138286	0.02115599546003638	0.02115599546003638	6.063149728471683	10.0144297905353	56.125475285171106	121.16730038022814
4177	chr18	PMAIP1	+	59900427	59904305	59903500	0.6128790166497471	-0.09444099054230382	0.09444099054230382	31.40248447204969	29.84472049689441	29.337455255450696	18.96583143507973
4178	chr18	POLI	+	54293648	54298234	54294908	0.1202642244781244	0.17601099056417222	0.17601099056417222	12.741130487071558	14.537883343355382	22.878571428571433	65.47777777777776
4179	chr18	POLI	+	54320272	54321266	54320561	0.8500192267841827	0.27426698272771566	0.27426698272771566	3.670921985815603	0.17446808510638298	4.993079584775087	0.9930795847750865
4180	chr18	PSTPIP2	-	45983535	45988759	45984947	0.8408631914475563	0.032350143878152826	0.032350143878152826	60.858356940509914	47.125354107648725	5.641920251836304	6.2557712486883545
4181	chr18	PTGR3	-	75195107	75202340	75196239	0.26628131324116733	-0.06323349041443922	0.06323349041443922	5.046819787985866	15.856890459363958	88.0380265530241	119.15177839698411
4182	chr18	PTPN2	-	12785477	12785844	12785565	0.003877937562518953	-0.11891032063052995	0.11891032063052995	39.77272727272727	108.27272727272727	194.80645161290323	267.0752688172043
4183	chr18	PTPN2	-	12792151	12794485	12793273	0.9681159475005672	-0.012298290303358939	0.012298290303358939	15.570409982174688	15.250445632798574	96.46122112211222	85.5585808580858
4184	chr18	RAB12	+	8638148	8639383	8638941	0.5447369274220031	0.025433560582405895	0.025433560582405895	200.09049773755657	166.6153846153846	546.2711223203027	520.0214375788146
4185	chr18	RAB27B	+	54889223	54895516	54893421	0.10685180493411899	-0.07933603858939625	0.07933603858939625	111.3326968973747	270.5923627684964	152.50238208670794	269.17341591233924
4186	chr18	RAB31	+	9859227	9862551	9860825	0.12330403315116516	-0.05200996240054029	0.05200996240054029	341.27694090382386	462.39165701042873	361.1420525657071	397.2809762202754
4187	chr18	RALBP1	+	9535670	9538114	9537582	0.4944152579482993	-0.02901097637929473	0.02901097637929473	84.24248120300751	112.79887218045113	398.0475941422594	440.99790794979083
4188	chr18	RBFA	+	80045773	80050651	80046363	0.20918863465800142	-0.03379972499636772	0.03379972499636772	18.887126865671643	30.01142723880597	340.06271186440677	317.2728813559322
4189	chr18	RELCH	+	62305413	62310249	62308944	0.5250710420147573	0.04672304267091259	0.04672304267091259	1.2505747126436781	0.07816091954022988	24.109600679694136	30.105635797224583
4190	chr18	RIOK3	+	23481171	23483140	23482193	0.8348026684756282	-0.023431352460030197	0.023431352460030197	108.54382259767688	206.46040126715945	143.95596868884542	248.9921722113503
4191	chr18	RIT2	-	42743226	42920760	42776256	0.9978747732566482	-0.8233294682512109	0.8233294682512109	0.0	0.0014834998486224645	0.0037992027902341804	0.00031833028843492213
4192	chr18	RMC1	+	23531624	23531822	23531765	1.335417246896993e-10	-0.13966310276374444	0.13966310276374444	222.94736842105263	2042.3333333333333	444.6241134751773	2269.744680851064
4193	chr18	RNF125	+	32068297	32073219	32072237	0.5191104436195414	-0.756969887317205	0.756969887317205	0.0	3.7637474541751526	0.5520304568527918	1.208375634517767
4194	chr18	RNF138	+	32129118	32131561	32130492	0.5693672505224393	-0.051491614276923725	0.051491614276923725	53.63891487371375	56.34424695977549	137.7292576419214	113.47816593886463
4195	chr18	RNF152	-	61808066	61816598	61815449	0.5134269413346032	-0.8620663382540712	0.8620663382540712	0.2624949207639171	0.48340782879588245	1.640557006092254	0.0
4196	chr18	ROCK1	-	20946905	20951387	20950787	0.5415932134219832	-0.08095988803748125	0.08095988803748125	12.511591962905719	14.753219989696033	57.82999999999999	42.24666666666667
4197	chr18	RPL17	-	49488480	49488566	49488507	7.838274084966704e-05	-0.05050539211012628	0.05050539211012628	809.1111111111111	1274.7037037037037	1995.0169491525423	2484.9491525423728
4198	chr18	RPL17-C18orf32	-	49481177	49483771	49483453	0.0001823912570756201	0.08430020898363039	0.08430020898363039	180.04833040421792	153.48066783831283	528.7767295597484	750.8930817610063
4199	chr18	RPRD1A	-	35989823	35993300	35992473	0.10475725673986888	0.10035907030654767	0.10035907030654767	111.32867924528301	73.16150943396227	127.96493349455864	127.34703748488513
4200	chr18	RPRD1A	-	36024885	36025678	36025612	0.004541361798317519	0.11420042888870599	0.11420042888870599	48.353507565337004	37.11416781292985	151.92424242424244	254.59090909090912
4201	chr18	RTTN	-	70003030	70004236	70003828	0.9758580870109587	0.0028068788624931837	0.0028068788624931837	0.3408521303258145	0.09147869674185463	66.53186274509804	39.85294117647059
4202	chr18	SEH1L	+	12985239	12987536	12985839	0.0005362575134323954	-0.125821232426704	0.125821232426704	201.09664113140838	198.60282852091927	345.99499999999995	203.91999999999996
4203	chr18	SERPINB2	+	63902900	63903888	63903447	0.9955602550783416	-0.004528118075264442	0.004528118075264442	0.0	0.04308390022675737	1.9579524680073126	9.471663619744058
4204	chr18	SERPINB8	+	63986873	63989374	63986969	0.1335938424341271	0.09256833345702575	0.09256833345702575	98.96257796257797	74.89272349272349	128.83333333333334	144.17708333333334
4205	chr18	SERPINB8	+	64004818	64019779	64005263	0.9316323229944518	0.36734776160181537	0.36734776160181537	0.15169468173050427	0.01074676219344172	0.22921348314606738	0.33707865168539325
4206	chr18	SETBP1	+	45063078	45068510	45064924	0.6685294077025745	0.13449566513877936	0.13449566513877936	14.480758505298382	7.554656999442275	12.57854821235103	11.301191765980498
4207	chr18	SKA1	+	50392098	50394168	50393592	0.88086855882032	-0.022828088642615096	0.022828088642615096	137.59027777777777	150.60243055555554	77.88286479250334	77.10776439089693
4208	chr18	SLC14A1	+	45749777	45752520	45751968	0.8155406645761752	0.3360695726473655	0.3360695726473655	0.9057971014492754	3.253623188405797	0.09310816978548608	2.4472843450479234
4209	chr18	SLC39A6	-	36108530	36109745	36109030	0.15733663430580463	-0.04771235405532531	0.04771235405532531	359.358	471.124	387.2167832167832	419.3776223776224
4210	chr18	SMAD2	-	47808956	47841950	47841261	0.8069945534070062	0.01325799262592385	0.01325799262592385	6.526141464169633	6.393716143011917	140.84760522496373	199.68940493468796
4211	chr18	SMAD4	+	51078255	51085042	51083984	0.6912471102439173	-0.0548036606341068	0.0548036606341068	32.19659735349716	40.86105860113422	73.28120090766276	72.62646186070867
4212	chr18	SMCHD1	+	2802527	2805017	2803127	0.5316049404829435	0.05852016324827519	0.05852016324827519	43.67248677248677	41.53703703703704	95.23500000000001	120.79333333333332
4213	chr18	SNRPD1	+	21629061	21633520	21630914	0.6713498482373037	0.02410259321441096	0.02410259321441096	22.30468150422103	9.224481964696853	240.70048569886671	142.73286562331356
4214	chr18	SOCS6	+	70324542	70330199	70328318	0.29246032203193395	-0.11484289715600399	0.11484289715600399	26.108452950558213	40.05528973950027	56.56541313559322	52.957362288135585
4215	chr18	SPIRE1	-	12446511	12452443	12447580	0.2866981126424636	-0.07322305919988853	0.07322305919988853	93.33863423760523	170.35453695042096	95.23627390499693	129.46432243471108
4216	chr18	SS18	-	26016252	26018380	26017642	0.45542775024156057	0.028661296044707796	0.028661296044707796	428.2438848920863	371.1928057553957	545.1151761517615	531.2859078590786
4217	chr18	ST8SIA5	-	46667820	46680510	46679733	0.5126429309840724	0.6087841937324876	0.6087841937324876	0.16225971627633679	0.16259548392512382	0.08880308880308879	4.172458172458173
4218	chr18	TAF4B	+	26389844	26391685	26390271	0.9819172295557975	0.014742992337314687	0.014742992337314687	34.47100424328147	52.091937765205095	34.44496487119437	55.21545667447307
4219	chr18	TCF4	-	55222184	55228361	55224037	0.41672572225374105	0.09990793124571382	0.09990793124571382	15.256341068537507	6.743658931462493	48.64523589269195	41.827937095282145
4220	chr18	TGIF1	+	3457364	3459978	3459560	0.13749449681857895	-0.049845237082123545	0.049845237082123545	0.6100478468899522	13.299043062200957	89.87795992714025	221.72040072859744
4221	chr18	THOC1	-	214519	214921	214601	0.05597700243521075	-0.09138985649112041	0.09138985649112041	146.73170731707316	189.4878048780488	187.0375	167.35625
4222	chr18	TIMM21	+	74158375	74160531	74158482	0.20941684340188732	-0.03771980384845393	0.03771980384845393	80.13616398243046	53.20497803806735	639.3457943925233	303.6355140186916
4223	chr18	TMEM241	-	23296012	23298067	23296620	0.59548925497413	0.043875947766977896	0.043875947766977896	177.29111842105263	124.54605263157895	130.29371112646854	109.33379405666896
4224	chr18	TMX3	-	68673687	68677193	68676796	0.7720969932076633	0.02911044366244886	0.02911044366244886	145.27597298166614	131.09424252171115	163.58186397984883	166.00000000000003
4225	chr18	TMX3	-	68691017	68691361	68691251	0.6877409792117347	-0.012236137829950401	0.012236137829950401	0.0	0.6538461538461539	60.836363636363636	52.78181818181818
4226	chr18	TMX3	-	68696935	68697303	68697181	0.19704412323909293	-0.08100254287535139	0.08100254287535139	16.910569105691057	24.109756097560975	125.23770491803279	96.45901639344262
4227	chr18	TNFRSF11A	+	62384750	62391288	62389526	0.19304238453907294	0.3836799590141152	0.3836799590141152	1.1220204313280364	0.0	1.8023450586264658	7.665619765494137
4228	chr18	TPGS2	-	36780023	36780188	36780070	0.683925867321792	0.27005516346784725	0.27005516346784725	31.04255319148936	1.0212765957446808	10.601694915254235	1.1271186440677965
4229	chr18	TPGS2	-	36781894	36783131	36782464	0.015353038159915556	-0.5833338816029454	0.5833338816029454	2.7666666666666666	11.985964912280702	7.145427286356822	1.9115442278860577
4230	chr18	TPGS2	-	36786508	36787079	36786809	0.4127394560741322	-0.049027210420231324	0.049027210420231324	13.647840531561462	20.877076411960132	136.87777777777777	128.57037037037037
4231	chr18	TRAPPC8	-	31829196	31830989	31829959	0.24381411803235842	0.06499080580017697	0.06499080580017697	4.6159895150720835	0.3145478374836173	59.998058252427185	48.463106796116506
4232	chr18	TSHZ1	+	75285447	75289944	75289159	0.12603408942227934	-0.1076727240031996	0.1076727240031996	70.95414012738854	166.36305732484075	50.09536637931035	73.41163793103448
4233	chr18	TTC39C	+	24132484	24135600	24132869	0.07770015501276886	0.16417887411646925	0.16417887411646925	25.581105822043206	30.660930062248262	35.51168831168831	89.79220779220779
4234	chr18	TWSG1	+	9399345	9402420	9401854	0.2698787454739081	0.0435795959213402	0.0435795959213402	507.9416961130742	311.9575971731449	331.08888003188525	243.313272220008
4235	chr18	TXNDC2	+	9886588	9889275	9888310	0.7300194901125866	-0.427908013300868	0.427908013300868	2.012435233160622	0.8549222797927462	3.0185830429732863	0.17770034843205573
4236	chr18	TXNL1	-	56597208	56603056	56600046	0.24863532329215415	-0.05006759709266283	0.05006759709266283	2.6592670894996475	8.699436222692036	101.32159468438539	106.30830564784051
4237	chr18	TXNL4A	-	79970812	79973856	79971336	0.00038169419538091215	0.08435060996633323	0.08435060996633323	86.69656488549619	22.635496183206108	503.95198412698414	339.93055555555554
4238	chr18	TYMS	+	672859	673578	673187	0.08464693461696685	-0.02656596966998742	0.02656596966998742	1518.2046035805627	1274.7826086956522	2318.3018292682927	1743.9420731707316
4239	chr18	USP14	+	211132	214629	211861	0.3000427568353225	-0.03423483515109993	0.03423483515109993	131.3706647398844	125.14450867052022	596.0781893004115	457.395061728395
4240	chr18	VAPA	+	9954052	9960021	9954383	0.45283755001916504	-0.010805364276973387	0.010805364276973387	81.20574671869457	90.47570060305073	1459.5498489425981	1334.1027190332327
4241	chr18	VPS4B	-	63389189	63391076	63390544	0.27688940497075126	0.051313439268044325	0.051313439268044325	148.8730627306273	194.70110701107012	227.5112781954887	370.92669172932335
4242	chr18	WDR7	+	57027003	57029792	57027070	0.8557305033240925	-0.06593060575788967	0.06593060575788967	30.50367376928729	14.986774430565761	28.134328358208954	10.582089552238804
4243	chr18	YES1	-	721587	724632	724255	0.06501899761989348	0.08109570400382077	0.08109570400382077	170.452023988006	151.24850074962518	213.3740053050398	265.42440318302386
4244	chr18	ZBTB14	-	5289021	5292204	5289739	0.47932805546731483	-0.0708498355617546	0.0708498355617546	7.516713091922005	22.196378830083564	54.977281947261666	93.93671399594321
4245	chr18	ZCCHC2	+	62576511	62578579	62578251	0.13656652935383273	0.1894024533282228	0.1894024533282228	45.9359756097561	20.902439024390244	23.009770114942526	22.931034482758623
4246	chr18	ZNF236	+	76968214	76972901	76970245	0.9818546341598984	-0.011606256260053086	0.011606256260053086	2.955948795180723	8.206325301204819	30.466272772033477	73.81683899556869
4247	chr18	ZNF24	-	35332226	35339073	35334214	0.4089182753419489	-0.06504755687497321	0.06504755687497321	100.45171026156942	136.57042253521126	89.20251080469234	93.07367771146326
4248	chr18	ZNF396	-	35366693	35369660	35368347	0.804411076688174	0.18365605884857025	0.18365605884857025	0.7400241837968561	3.5314389359129383	1.3769992383853773	17.754760091393756
4249	chr18	ZNF397	+	35245261	35249808	35246737	0.5703728609154257	-0.09313993733953713	0.09313993733953713	19.01042005861283	64.19179420384239	25.00067750677507	58.05826558265582
4250	chr18	ZNF397	+	35257927	35259227	35258995	3.507629978684776e-05	0.5478147289885272	0.5478147289885272	13.84051724137931	5.5	6.830524344569287	39.676029962546814
4251	chr18	ZNF516	-	76357681	76362557	76359686	0.6922775788247701	-0.11789261502912246	0.11789261502912246	7.951122194513716	22.995511221945137	11.149076976663185	20.05294322535702
4252	chr18	ZNF519	-	14099937	14106409	14105818	0.700701119045034	0.10698003973125342	0.10698003973125342	13.132630505016154	12.791532052372046	14.13705583756345	21.35532994923858
4253	chr18	ZNF521	-	25061923	25062741	25062434	0.7636774789921197	-0.10908954908011437	0.10908954908011437	9.694716242661448	18.853228962818005	6.501628664495113	7.78827361563518
4254	chr18	ZNF532	+	58983971	58986480	58985641	0.4981494692811713	-0.03741483068387516	0.03741483068387516	44.99642431466031	67.24910607866508	228.4826347305389	265.75269461077846
4255	chr18	ZSCAN30	-	35251061	35254381	35251808	0.4524034749284507	-0.07383056847958525	0.07383056847958525	54.95983935742972	101.7657295850067	63.28099494753207	87.16401088223863
4256	chr19	A1BG	-	58345182	58347029	58346879	0.8212099690426837	0.009199244629087618	0.009199244629087618	17.23747790218032	13.041838538597524	360.4266666666667	344.82666666666665
4257	chr19	ABHD17A	-	1876809	1877425	1876991	0.8009903242015828	0.012521264757215836	0.012521264757215836	8.851648351648352	7.230769230769231	187.82718894009216	215.36175115207374
4258	chr19	ACSBG2	+	6190583	6193091	6192193	0.9971244754785158	0.011951392536877992	0.011951392536877992	5.716035634743875	9.346325167037861	9.301863354037268	16.0055900621118
4259	chr19	ACTN4	+	38729273	38731589	38730184	0.010277011398250125	-0.03991560762593194	0.03991560762593194	873.0	1028.5195729537365	1704.6245883644347	1688.1229418221735
4260	chr19	ADGRE2	-	14732391	14736244	14734739	0.6616141359634105	0.9308455806556122	0.9308455806556122	0.9122657580919932	0.0	0.0677740863787375	0.20332225913621263
4261	chr19	AKAP8	-	15353384	15355370	15354648	0.24118581410672815	-0.055254986993036104	0.055254986993036104	166.79034810126583	171.72231012658227	300.33379501385036	244.76315789473682
4262	chr19	AKT2	-	40230316	40233951	40232350	0.19148299476724243	-0.0809762477032176	0.0809762477032176	44.49901671583088	56.531465093411995	156.84634603372893	130.6683322923173
4263	chr19	ALDH16A1	+	49470305	49471050	49470573	0.1017098342500464	-0.11595943168997919	0.11595943168997919	56.020964360587	86.20545073375263	98.32835820895521	93.79850746268659
4264	chr19	ALKBH7	+	6374810	6375250	6375011	0.7578277632781624	0.025491536546468185	0.025491536546468185	17.05439330543933	14.493723849372385	131.74129353233832	148.12935323383084
4265	chr19	AP1M1	+	16234412	16245906	16240897	0.7788705372496388	-0.016346429346234124	0.016346429346234124	0.6713914953084448	1.683170293471751	66.87879722436392	62.35080956052429
4266	chr19	ARHGAP35	+	47000330	47005077	47001410	0.25256845640901787	-0.07371406082211834	0.07371406082211834	107.18434687755659	128.04935914916825	142.50185185185182	126.52685185185186
4267	chr19	ARID3A	+	971877	975939	972278	0.9986562164363489	0.004114506769085369	0.004114506769085369	19.310570882272604	25.9620322316307	40.62344139650874	55.65835411471322
4268	chr19	ARRDC2	+	18012912	18014102	18013446	0.38771739625279533	0.07469290506762843	0.07469290506762843	48.327743902439025	74.98323170731707	70.67415730337079	151.2677902621723
4269	chr19	ATCAY	+	3924582	3928082	3926019	0.9637216383261465	-0.05335495128218615	0.05335495128218615	4.370334464372274	12.818710615608337	4.5434933890048725	10.76061238691719
4270	chr19	ATF5	+	49932421	49933935	49933302	0.5553785539422933	0.03484561029704869	0.03484561029704869	310.4913112164297	215.47709320695103	255.93416572077183	204.29965947786607
4271	chr19	AXL	+	41259552	41261766	41260277	2.5981682652621367e-06	-0.07549632809424339	0.07549632809424339	945.67360644728	1421.1652115513768	1050.7710344827585	1166.6524137931035
4272	chr19	BCAT2	-	48795063	48795464	48795327	0.0014239367922218968	-0.08172467315462337	0.08172467315462337	136.28787878787878	272.1287878787879	504.59854014598545	652.2846715328467
4273	chr19	BCL2L12	+	49669023	49673916	49671181	0.8567861556096656	-0.03668874176684339	0.03668874176684339	58.013528336380254	44.30566727605119	78.99351251158478	51.98517145505097
4274	chr19	BLVRB	-	40447767	40448046	40447825	0.5240033746243731	0.02044445055125061	0.02044445055125061	17.93103448275862	19.413793103448278	247.22624434389144	392.07239819004525
4275	chr19	BRD4	-	15235518	15238445	15236858	0.19183608118728784	0.045077735113946	0.045077735113946	86.22611940298508	60.156716417910445	378.34845620667926	367.93005671077503
4276	chr19	BRD4	-	15247046	15249290	15249256	0.30773966728351776	0.04188732950969129	0.04188732950969129	99.96651583710407	84.58371040723982	335.52941176470586	366.1470588235294
4277	chr19	BSPH1	-	47968045	47976854	47975634	0.9768665156784812	1.0	1.0	0.005007247331664251	0.0	0.0	0.04180327868852459
4278	chr19	C19orf12	-	29698885	29702977	29701931	0.7778031621981851	-0.029609089497801777	0.029609089497801777	79.65824031516743	98.65364412344057	163.41204588910134	177.43499043977056
4279	chr19	C19orf53	+	13778051	13778773	13778447	0.988440339433724	-0.0007306498611523715	0.0007306498611523715	37.73006134969325	24.030674846625768	2038.977272727273	1247.510101010101
4280	chr19	CA11	-	48637945	48638144	48638037	0.03279896489287251	0.11853267748731884	0.11853267748731884	2.891304347826087	1.4456521739130435	18.700934579439252	92.59813084112149
4281	chr19	CACNG8	+	53982079	53990215	53986591	0.9486326189193163	0.3242431711123244	0.3242431711123244	0.33774834437086093	0.15480132450331127	0.1852836879432624	0.3266843971631206
4282	chr19	CADM4	-	43622367	43623439	43622562	0.590701005781086	-0.07682901298717004	0.07682901298717004	51.276923076923076	54.364102564102566	28.44127708095781	21.135689851767395
4283	chr19	CALM3	+	46609124	46610782	46610169	0.8612897120025061	-0.006667489339388266	0.006667489339388266	1827.7911908646004	1365.0	2115.0507177033496	1537.7760765550238
4284	chr19	CAPN12	-	38730191	38730878	38730445	1.0874021533978441e-08	0.03926759038988492	0.03926759038988492	4009.303149606299	4382.291338582677	397.56581986143146	651.8314087759818
4285	chr19	CAPS	+	5915220	5916211	5915858	0.0011570100607046878	0.40467897582742335	0.40467897582742335	29.022662889518415	20.73371104815864	4.18181818181818	23.438871473354233
4286	chr19	CARD8	-	48208085	48215384	48209674	0.7807753752399507	0.05869760170037949	0.05869760170037949	13.324103209565765	16.983008181246067	31.692294220665502	54.58896672504379
4287	chr19	CARD8	-	48238260	48238532	48238350	0.8761443254549295	-0.0169678701720284	0.0169678701720284	13.244444444444444	12.044444444444444	155.24725274725276	113.97802197802196
4288	chr19	CARM1	+	10921614	10923075	10922756	0.05571475282699743	-0.0587423732541939	0.0587423732541939	309.564263322884	390.4952978056426	472.50612959719797	468.54991243432573
4289	chr19	CASP14	+	15055984	15058293	15057898	0.406232185487154	-0.45442070416499303	0.45442070416499303	0.0	2.4151898734177215	2.782131661442006	2.8996865203761755
4290	chr19	CCDC159	+	11354872	11354944	11354925	0.934485785354305	-0.04761935716920532	0.04761935716920532	2.8947368421052633	1.5789473684210527	21.528301886792452	7.924528301886792
4291	chr19	CCDC8	-	46410328	46413564	46410866	0.7314234194480823	-0.3066219533178747	0.3066219533178747	0.38847583643122674	1.3643122676579926	2.2850259451445516	1.6545589325426242
4292	chr19	CCDC97	+	41322594	41324873	41324185	0.9997664927034431	-0.000843725721267341	0.000843725721267341	172.14389534883722	180.56831395348837	146.35700817096162	152.99874292897545
4293	chr19	CD70	-	6581647	6583478	6582366	0.13528344039800452	-0.08279595368817819	0.08279595368817819	34.67315716272601	36.47844228094576	186.20773381294964	115.65917266187049
4294	chr19	CDC34	+	541338	542087	541568	0.25374853326379265	-0.036201184943148196	0.036201184943148196	135.32369942196533	179.95183044315993	541.0782608695653	581.7
4295	chr19	CEACAM6	+	41766182	41772211	41769906	0.9966055383872601	-0.013318986084084567	0.013318986084084567	0.0	0.02212581344902386	0.5053705692803437	1.6390977443609023
4296	chr19	CEBPG	+	33379143	33382686	33379979	0.44881620651619225	-0.03708662676086044	0.03708662676086044	124.26376062061323	81.34429257480606	450.42942583732065	239.7775119617225
4297	chr19	CELF5	+	3293318	3297076	3294799	0.7729536119707495	0.7415797391735314	0.7415797391735314	0.2393500219587176	0.47035573122529645	0.0	1.3497636731937879
4298	chr19	CEP89	-	32875924	32879378	32879026	0.3212485223298201	-0.08277387182561641	0.08277387182561641	30.424242424242426	61.541586073500966	86.67897727272727	118.09943181818183
4299	chr19	CERS1	-	18877910	18879039	18878781	0.6780759346590584	-0.04583496975335316	0.04583496975335316	42.61194029850746	80.62227324913891	91.67829457364341	141.3875968992248
4300	chr19	CFD	+	863091	863641	863439	0.07614011692465777	0.2822637504230832	0.2822637504230832	6.267326732673268	2.8118811881188117	10.18103448275862	25.658045977011493
4301	chr19	CHAF1A	+	4442924	4443397	4443234	0.6142517034787432	0.025753513439614406	0.025753513439614406	246.04294478527606	168.92638036809817	501.0322580645162	387.5064516129032
4302	chr19	CIRBP	+	1271980	1274810	1273156	0.9473557612541019	0.004306764361272933	0.004306764361272933	56.016928657799276	204.1632406287787	545.1471088435375	2093.0578231292516
4303	chr19	CLASRP	+	45070802	45070956	45070932	7.000999980516596e-09	0.28687410773056177	0.28687410773056177	95.33333333333333	23.166666666666668	129.17692307692312	145.0076923076923
4304	chr19	CLDND2	-	51367097	51367215	51367117	0.9508561595436493	-0.1288360876543509	0.1288360876543509	1.0	2.6	1.2653061224489797	1.9591836734693877
4305	chr19	CLIP3	-	36014659	36016212	36015749	0.13400391250392257	0.07715456140261778	0.07715456140261778	93.78440366972477	152.1605504587156	137.6349892008639	311.59827213822894
4306	chr19	CLPP	+	6368537	6370242	6368889	0.5609959077005513	-0.008614373779849145	0.008614373779849145	4.58610495195861	5.878048780487805	486.80397727272725	321.63920454545456
4307	chr19	CRTC1	+	18777170	18782333	18777938	0.46620602708725645	-0.09624471331311865	0.09624471331311865	5.628668941979522	19.276678043230945	34.436197916666664	62.15104166666667
4308	chr19	CTU1	-	51097605	51099139	51098531	0.8922429539927754	-0.0402012908758258	0.0402012908758258	28.032397408207345	52.584233261339094	27.31085526315789	43.597039473684205
4309	chr19	DAZAP1	+	1433738	1435684	1435117	0.983635036738366	-0.00255522056368207	0.00255522056368207	1229.2962962962963	1478.9435626102293	342.13995649021035	405.4670050761422
4310	chr19	DBP	-	48630029	48631052	48630577	0.006338061463327431	0.2681041775299772	0.2681041775299772	41.02189781021898	34.51094890510949	19.381052631578946	49.450526315789475
4311	chr19	DDA1	+	17319545	17323298	17320278	0.2825544053593032	-0.026864186498082643	0.026864186498082643	35.41092715231788	33.51887417218543	549.4051841746249	349.9276944065484
4312	chr19	DDX39A	-	14408797	14408952	14408835	0.306446540358277	0.050380232217582144	0.050380232217582144	220.26315789473685	175.78947368421052	263.1965811965812	258.02564102564105
