	Chrom	Gene	Strand	Start	End	Positions
7316	chr20	SNRPB2	+	16740845	16742564	[16741761, 16741200, 16741563, 16741372, 16741567]
7317	chr20	ENTPD6	+	25225498	25228075	[25226702]
7318	chr20	ZNF831	+	59253897	59259113	[59257569, 59258180, 59256901, 59257349, 59255816, 59255306, 59256016]
7319	chr20	TCFL5	-	62841004	62842097	[62841214]
7320	chr20	TCFL5	-	62851489	62852888	[62851983]
7321	chr20	PPP1R16B	+	38918156	38923024	[38922114, 38921994]
7322	chr20	OSER1	-	44195938	44197739	[44196516, 44196927]
7323	chr20	EPB41L1	+	36229331	36232799	[36230313, 36230318, 36231367]
7324	chr20	ZNF217	-	53567070	53571853	[53567909, 53569226, 53571371, 53570191, 53571700, 53570524, 53571102]
7325	chr20	SLC9A8	+	49887828	49892242	[49891423]
7326	chr20	FAM209A	+	56525803	56526152	[56525854]
7327	chr20	PCNA	-	5114952	5115362	[5115106, 5115258]
7328	chr20	FAM83D	+	38951538	38953106	[38951566]
7329	chr20	CNBD2	+	35972628	35974956	[35972818]
7330	chr20	SEMG1	+	45207373	45209768	[45208153, 45208333, 45207628, 45207949]
7331	chr20	PROCR	+	35176697	35177362	[35177175]
7332	chr20	ATRN	+	3646722	3651118	[3649272, 3649387, 3650142, 3650391]
7333	chr20	JPH2	-	44106589	44114876	[44113715, 44109651, 44111715]
7334	chr20	CYP24A1	-	54153445	54157289	[54154298]
7335	chr20	ASXL1	+	32372163	32372549	[32372220]
7336	chr20	ASXL1	+	32434431	32439319	[32434567, 32438396, 32437343]
7337	chr20	PCK1	+	57565349	57568121	[57567505, 57566519]
7338	chr20	POLR3F	+	18483480	18484646	[18483793, 18483797]
7339	chr20	PAX1	+	21714470	21718481	[21717745, 21717835, 21715964, 21717606]
7340	chr20	NAPB	-	23374521	23377486	[23375224, 23375117]
7341	chr20	TLDC2	+	36889250	36894235	[36892838, 36893447, 36890984, 36889839, 36892722, 36890036, 36892791, 36892472, 36889594]
7342	chr20	ADAM33	-	3667974	3669000	[3668730]
7343	chr20	SAMHD1	-	36889772	36893929	[36892708]
7344	chr20	PDRG1	-	31944336	31945889	[31945364, 31944859, 31944980]
7345	chr20	TGIF2-RAB5IF	+	36612009	36612557	[36612378]
7346	chr20	PDYN	-	1978755	1980958	[1979421, 1979173, 1979430, 1979191]
7347	chr20	SULF2	-	47657405	47658392	[47657695]
7348	chr20	B4GALT5	-	49632944	49636459	[49633965, 49634151]
7349	chr20	ARFRP1	-	63698646	63700702	[63699525]
7350	chr21	LSS	-	46188445	46191235	[46188881, 46189150]
7351	chr21	SON	+	33557545	33559066	[33558196]
7352	chr21	SON	+	33559876	33560667	[33560421, 33560510, 33560526]
7353	chr21	SON	+	33576364	33577481	[33577288, 33577314]
7354	chr21	LOC102723475	-	7816676	7819672	[7817420]
7355	chr21	YBEY	+	46297538	46297751	[46297709]
7356	chr21	KCNJ15	+	38299243	38307357	[38302337, 38303106, 38302733, 38303380, 38301718, 38302243, 38301477, 38305446, 38300714, 38304043, 38303677, 38300631, 38302681, 38303716, 38301799, 38303463, 38305129, 38301416, 38302951, 38302974]
7357	chr21	LCA5L	-	39405727	39406612	[39406142]
7358	chr21	LCA5L	-	39421557	39423490	[39422106, 39422590, 39422417, 39422426, 39423358]
7359	chr21	SETD4	-	36034540	36036251	[36034965, 36035798]
7360	chr21	MAP3K7CL	+	29174711	29175887	[29175545, 29175444]
7361	chr21	SCAF4	-	31670999	31672354	[31671204]
7362	chr21	MX2	+	41407990	41409393	[41408920, 41408646]
7363	chr21	OLIG2	+	33026800	33029185	[33028536, 33028751]
7364	chr21	DNAJC28	-	33488054	33489424	[33488472]
7365	chr21	SH3BGR	+	39511679	39515506	[39512251]
7366	chr21	CLIC6	+	34716320	34718223	[34717473]
7367	chr21	BRWD1	-	39184175	39197415	[39192449, 39186828, 39194254, 39191449, 39188763, 39193372, 39191837, 39192371, 39192884, 39189430, 39187262, 39189441, 39187267, 39196357, 39193296, 39189714, 39190237, 39191008, 39193968, 39193848, 39193081, 39186173]
7368	chr21	BRWD1	-	39296436	39298582	[39296795, 39298092, 39296781, 39298237]
7369	chr21	GET1-SH3BGR	+	39511679	39515504	[39512251]
7370	chr21	WDR4	-	42843093	42850242	[42847734, 42847678]
7371	chr21	LOC102724560	-	6444868	6445661	[6445246]
7372	chr21	AGPAT3	+	43982303	43987592	[43986514, 43984771, 43984660]
7373	chr21	MRPL39	-	25585655	25585754	[25585676, 25585671]
7374	chr21	RWDD2B	-	29004383	29006651	[29004832, 29005965, 29006638, 29005775, 29005106, 29005110]
7375	chr21	KRTAP19-3	-	30491461	30492013	[30491712]
7376	chr21	SLC5A3	+	34094862	34106260	[34100193, 34101313, 34104164, 34095146, 34101836, 34102508, 34095150, 34101742, 34103443, 34097529, 34102685, 34100862]
7377	chr21	DOP1B	+	36293319	36294274	[36294106]
7378	chr21	RIPPLY3	+	37017873	37019662	[37019016, 37018623]
7379	chr21	ICOSLG	-	44222990	44229546	[44224325]
7380	chr21	BACE2	+	41275370	41282530	[41279264, 41278849, 41280769, 41281347, 41278277, 41278310, 41279207, 41276569, 41281434, 41275836]
7381	chr21	CBR1	+	36071814	36073164	[36072052]
7382	chr21	PRDM15	-	41798224	41801722	[41799139]
7383	chr21	LTN1	-	28928143	28930510	[28929985, 28928685, 28929619, 28929206, 28929814, 28930168]
7384	chr21	DYRK1A	+	37506098	37526358	[37506787, 37509798, 37510471, 37511273, 37511787, 37520335, 37517586, 37515255, 37517205, 37510390, 37511862, 37521272, 37514745, 37517436, 37518975]
7385	chr21	MORC3	+	36375142	36376632	[36375984]
7386	chr21	C2CD2	-	41885111	41889344	[41887715, 41888636]
7387	chr21	RUNX1	-	34787800	34792610	[34791169, 34791778, 34789951]
7388	chr21	RUNX1	-	34821278	34821696	[34821445]
7389	chr21	CYYR1	-	26466215	26468634	[26468450, 26467653, 26467146, 26468049, 26467284, 26467481]
7390	chr21	CLDN8	-	30214005	30216097	[30214337, 30214827, 30214582, 30214713, 30215066]
7391	chr21	TTC3	+	37201439	37203118	[37201782]
7392	chr21	ADARB1	+	45222017	45226560	[45223273, 45222570, 45224820, 45225397]
7393	chr21	KRTAP21-3	-	30718524	30718777	[30718635]
7394	chr21	ADAMTS1	-	26835754	26838278	[26837033, 26836428, 26836303, 26836883, 26837973, 26837338]
7395	chr21	RRP1	+	43803511	43805293	[43804080]
7396	chr21	KRTAP26-1	-	30319123	30320315	[30320192, 30320296, 30320118]
7397	chr21	TMPRSS2	-	41464304	41466153	[41465619, 41466027]
7398	chr21	PAXBP1	-	32733898	32735067	[32734122, 32734268]
7399	chr21	GABPA	+	25769003	25772460	[25769569, 25771138, 25770054, 25769965, 25771629, 25769743, 25771220, 25771604, 25771030, 25770394, 25769757]
7400	chr21	USP16	+	29054065	29054488	[29054291, 29054269]
7401	chr21	N6AMT1	-	28872190	28876491	[28874659, 28873448, 28873460, 28876278, 28875835]
7402	chr21	CXADR	+	17565427	17570100	[17568991, 17567142, 17567761, 17567126, 17567705, 17567743]
7403	chr21	UBE2G2	-	44768579	44771489	[44769065, 44769154, 44769126]
7404	chr21	LOC102723553	+	7754951	7772245	[7757967, 7758611, 7757339, 7762972, 7760541, 7765922, 7765548, 7756077, 7757368, 7765688, 7755587, 7757894, 7761990, 7757898, 7761996, 7757902, 7757906, 7762002, 7765461, 7758566, 7766378, 7758572, 7763566]
7405	chr21	DSCAM	-	40010998	40013386	[40012071, 40011785, 40012941, 40012308, 40012437, 40012918, 40012731]
7406	chr21	KRTAP19-7	-	30560874	30561314	[30561094]
7407	chr21	APP	-	25880549	25881771	[25880811, 25880820, 25880763, 25880815]
7408	chr21	NRIP1	-	14961234	14968526	[14963169, 14964227, 14964420, 14965927, 14966185, 14964716, 14962348, 14968271, 14964275, 14966163, 14963256, 14962842, 14966139]
7409	chr21	DIP2A	+	46567369	46571226	[46569835, 46569997, 46569692, 46569625, 46569852, 46570333]
7410	chr21	COL18A1	+	45512187	45513720	[45512551]
7411	chr21	UBASH3A	+	42447056	42447684	[42447096, 42447570, 42447514]
7412	chr21	URB1	-	32311017	32315099	[32313480, 32314185, 32312202, 32314061, 32314096, 32314193, 32312823]
7413	chr21	SLC19A1	-	45512546	45516140	[45514730]
7414	chr21	GATD3	+	44144820	44145711	[44145459]
7415	chr21	TIAM1	-	31118417	31120837	[31120090, 31119428, 31120110]
7416	chr21	CBS	-	43053190	43053983	[43053568]
7417	chr21	ADAMTS5	-	26917921	26924620	[26923617, 26921253, 26920559, 26924240, 26919221, 26922933, 26921912, 26919961, 26921756, 26922173]
7418	chr21	IL10RB	+	33308184	33308891	[33308464, 33308293]
7419	chr21	RSPH1	-	42472485	42472870	[42472613]
7420	chr21	SAMSN1	-	14485227	14486114	[14485729, 14485809]
7421	chr21	SAMSN1	-	14590984	14592639	[14592294, 14591335, 14591303, 14591307, 14592378]
7422	chr21	IFNAR1	+	33355315	33359864	[33356530, 33358067, 33356028]
7423	chr21	PCP4	+	39928983	39929392	[39929178]
7424	chr21	C21orf62	-	32790672	32794485	[32791398, 32792904, 32792248, 32791385, 32792190]
7425	chr21	SYNJ1	-	32628762	32634884	[32631297, 32631146, 32631756, 32634190, 32633778, 32634738, 32634166, 32632310, 32632696]
7426	chr21	KCNE2	+	34370466	34371381	[34371129, 34371004]
7427	chr21	B3GALT5	+	39660559	39673137	[39661280, 39670629, 39669576, 39667436, 39670134, 39670806, 39665978, 39669374]
7428	chr21	ERG	-	38380026	38383923	[38381604, 38381671, 38380999, 38382058, 38381003]
7429	chr21	NDUFV3	+	42908863	42913299	[42911372, 42911887, 42909649, 42912252, 42909085]
7430	chr21	PTTG1IP	-	44849597	44851627	[44850999]
7431	chr21	TSPEAR	-	44497892	44499936	[44498279, 44498543]
7432	chr21	KCNJ6	-	37607372	37625484	[37619490, 37623684, 37619300, 37617798, 37621278, 37618440, 37618921, 37615786, 37613483, 37624589, 37615480, 37621918]
7433	chr21	GRIK1	-	29536932	29537385	[29537032, 29537322]
7434	chr21	GRIK1	-	29550946	29555302	[29554722, 29554312, 29552493, 29551791, 29553843, 29551958, 29553274]
7435	chr21	GRIK1	-	29598793	29598937	[29598897]
7436	chr21	TFF3	-	42311666	42312269	[42311780, 42312093]
7437	chr21	POTED	+	13641344	13645823	[13645026, 13644418, 13641471]
7438	chr21	CHAF1B	+	36416274	36419015	[36416816]
7439	chr21	RIPK4	-	41739372	41741997	[41740048]
7440	chr21	SMIM11	+	34385477	34389151	[34386113, 34388418, 34388422, 34388426, 34388491, 34386603, 34388430, 34387892, 34387863]
7441	chr21	RCAN1	-	34516441	34518256	[34517102]
7442	chr21	JAM2	+	25714230	25714574	[25714521, 25714513, 25714508, 25714517]
7443	chr21	JAM2	+	25714639	25717562	[25714726, 25715883, 25715340, 25716526, 25714909]
7444	chr21	ERVH48-1	-	42916802	42919291	[42917323]
7445	chr21	DONSON	-	33577550	33578444	[33577921]
7446	chr21	TMPRSS15	-	18269115	18270124	[18269798, 18269354, 18269358, 18269556, 18269592, 18269756]
7447	chr21	COL6A1	+	46003390	46005048	[46004552]
7448	chr21	KRTAP19-1	-	30479705	30480367	[30480045]
7449	chr21	TCP10L	-	32573720	32576923	[32576639, 32576683, 32574863]
7450	chr21	ZBTB21	-	41986830	41994108	[41993219, 41989496, 41990794, 41990413, 41988655, 41991991, 41992504, 41990364, 41989117, 41990238]
7451	chr21	SUMO3	-	44805616	44807040	[44805877, 44806455]
7452	chr21	KCNE1	-	34446687	34449684	[34447433]
7453	chr21	USP25	+	15878302	15880064	[15878368, 15878885, 15878892, 15878645]
7454	chr21	ITSN1	+	33836986	33838498	[33837437, 33837357, 33837366, 33837370, 33838173, 33837599]
7455	chr21	ITSN1	+	33888151	33899861	[33898021, 33890762, 33897868, 33890159, 33894194, 33893944, 33896317]
7456	chr21	CFAP298	-	32599353	32603292	[32603273, 32601686, 32601991]
7457	chr21	IFNAR2	+	33262560	33265664	[33264186, 33262739]
7458	chr21	C21orf58	-	46300429	46302154	[46301152, 46301319, 46301096, 46301622, 46301147]
7459	chr21	HMGN1	-	39342314	39343159	[39342784]
7460	chr21	ATP5PF	-	25724499	25724677	[25724568, 25724632]
7461	chr21	SIM2	+	36747664	36749917	[36748837, 36748973]
7462	chr21	HLCS	-	36748624	36754417	[36752288, 36752066, 36750563, 36751210, 36750604, 36751309, 36751087, 36752719, 36751091, 36750197, 36750904]
7463	chr21	PSMG1	-	39174768	39175664	[39175474]
7464	chr21	KRTAP13-4	+	30430219	30431026	[30430226]
7465	chr21	UMODL1	+	42137438	42142996	[42139169, 42139179, 42141580, 42139165]
7466	chr21	PCNT	+	46445283	46445769	[46445322, 46445333]
7467	chr21	CLDN17	-	30165564	30166805	[30165754]
7468	chr21	HSPA13	-	14371114	14374284	[14372817, 14372859, 14374275, 14374141]
7469	chr21	NCAM2	+	21477684	21479340	[21478640, 21478456, 21478568]
7470	chr21	NCAM2	+	21484454	21486285	[21484611, 21484652, 21484943, 21485177, 21485275, 21484478]
7471	chr21	NCAM2	+	21537845	21543329	[21538753, 21540609, 21541249, 21541636, 21540165, 21538500, 21541095, 21541390, 21538958, 21539055, 21541519, 21540537, 21541492, 21539509, 21537910, 21542038, 21539193, 21538975]
7472	chr21	C21orf91	-	17788973	17793581	[17791713, 17789766, 17792294, 17793132, 17790224, 17793266, 17792148, 17792284, 17793309]
7473	chr21	PRMT2	+	46651805	46655097	[46653024, 46652357, 46653128, 46652175, 46652304, 46654264, 46652700]
7474	chr21	PRMT2	+	46658744	46661270	[46660096, 46660125, 46659081, 46659595, 46659533, 46659537, 46659921, 46659639, 46659959, 46659549]
7475	chr21	PRMT2	+	46664294	46665124	[46664896, 46664929]
7476	chr21	TMEM50B	-	33449140	33450863	[33449921, 33450717, 33449719]
7477	chr21	BTG3	-	17593652	17594332	[17593888, 17594028, 17594045, 17594190]
7478	chr21	LOC102724023	-	5116340	5117231	[5116595]
7479	chr21	RBM11	+	14226858	14228372	[14227973, 14227186, 14227373, 14227759]
7480	chr21	AIRE	+	44297655	44298648	[44297909]
7481	chr21	CFAP298-TCP10L	-	32573720	32576923	[32576639, 32576683, 32574863]
7482	chr21	ITGB2	-	44885952	44886430	[44886078]
7483	chr21	CFAP410	-	44328943	44330326	[44329908]
7484	chr21	PDXK	+	43755950	43762299	[43761100, 43759165]
7485	chr21	CHODL	+	18265953	18267370	[18266784, 18266529, 18266179]
7486	chr21	TRAPPC10	+	44103292	44106552	[44105282, 44105028, 44105032, 44104715, 44105876, 44105117]
7487	chr21	ETS2	+	38822673	38824955	[38823958]
7488	chr21	BACH1	+	29342398	29346148	[29344172]
7489	chr21	SOD1	+	31668470	31668931	[31668838, 31668580, 31668662]
7490	chr22	RTCB	-	32387581	32388099	[32388023]
7491	chr22	PPIL2	+	21695393	21700015	[21697894, 21695598, 21697847]
7492	chr22	APOL4	-	36189127	36191912	[36190410, 36189906, 36190469, 36190174]
7493	chr22	MICAL3	-	17860154	17864986	[17863888, 17863227]
7494	chr22	SNU13	-	41673932	41675195	[41674555]
7495	chr22	MYH9	-	36281279	36282785	[36281660]
7496	chr22	HMGXB4	+	35293606	35295807	[35294982]
7497	chr22	FOXRED2	-	36487189	36490267	[36488576, 36488581, 36488240, 36488566, 36488247, 36488571]
7498	chr22	RPL3	-	39312881	39312984	[39312901]
7499	chr22	MAPK1	-	21759656	21769320	[21765635, 21766597, 21764585, 21763146, 21763564, 21765260, 21768269, 21766480, 21762609, 21768793, 21769054]
7500	chr22	TBC1D22A	+	47173497	47175693	[47174072]
7501	chr22	POLR2F	+	37967624	37969312	[37967786]
7502	chr22	POLR2F	+	37972229	38041915	[37992963, 37976841, 38008588, 38001422, 38002320, 38010387, 38007956, 37989268, 38004630, 38004634, 38004638, 37975216, 37992246, 38011835, 38022717, 38014269, 37995840, 38023616, 38009538, 38008259, 38010564, 38022211, 38031297, 37989320, 38008266, 38006221, 38020046, 38010581, 38011991, 38010216, 38020586, 37996012, 38024303, 38009969]
7503	chr22	GRK3	+	25722288	25729294	[25725218, 25727556, 25725798, 25726184, 25727849, 25724651, 25725422, 25725427, 25722967, 25725368, 25728153, 25722651, 25724831]
7504	chr22	ARFGAP3	-	42796501	42797605	[42796752, 42796700, 42796877]
7505	chr22	IL17RA	+	17108306	17115693	[17112100, 17113623, 17112718, 17113524, 17110839, 17112762, 17111773]
7506	chr22	TOMM22	+	38683766	38685421	[38684471]
7507	chr22	TPTEP2-CSNK1E	-	38290690	38293319	[38291884]
7508	chr22	ADSL	+	40366435	40369367	[40367867, 40366541]
7509	chr22	ADSL	+	40387218	40387527	[40387395]
7510	chr22	NCF4	+	36875652	36878015	[36876508, 36876836]
7511	chr22	MIEF1	+	39513516	39518132	[39517376, 39516362, 39516714, 39517263]
7512	chr22	KIAA0930	-	45192243	45197216	[45194631, 45195848, 45193422, 45193937, 45196053]
7513	chr22	SEC14L4	-	30488901	30490246	[30489227]
7514	chr22	LZTR1	+	20997231	20999032	[20998099]
7515	chr22	HSCB	+	28751240	28757510	[28753188, 28755433, 28755438, 28753234, 28752147, 28755421]
7516	chr22	TMEM121B	-	17116296	17121360	[17117817]
7517	chr22	LARGE1	-	33272508	33274624	[33273103]
7518	chr22	DESI1	-	41598027	41601190	[41599568]
7519	chr22	CCDC134	+	41825697	41832164	[41826276]
7520	chr22	ISX	+	35085453	35087387	[35085877]
7521	chr22	SHANK3	+	50730720	50733212	[50732784, 50732789]
7522	chr22	APOL2	-	36226208	36228280	[36226638]
7523	chr22	MAPK8IP2	+	50610706	50613978	[50611533]
7524	chr22	NCAPH2	+	50523234	50524780	[50523456, 50523573]
7525	chr22	C22orf31	-	29058671	29059182	[29058884]
7526	chr22	PIWIL3	-	24719033	24719588	[24719369]
7527	chr22	SREBF2	+	41905439	41907305	[41906616, 41906738, 41906357, 41906734]
7528	chr22	DNAJB7	-	40859548	40862113	[40860417, 40860069, 40861775, 40861936, 40861879, 40860410, 40860572]
7529	chr22	THAP7	-	20999103	21000432	[20999790]
7530	chr22	MPPED1	+	43505497	43507848	[43506902]
7531	chr22	HORMAD2	+	30176062	30177075	[30176515, 30176596, 30176806]
7532	chr22	APOBEC3G	+	39087406	39087743	[39087633, 39087478]
7533	chr22	NF2	+	29683019	29698600	[29690592, 29683617, 29686657, 29684803, 29687526, 29684144, 29694454, 29686649, 29684730, 29683899, 29686140, 29686653]
7534	chr22	CACNG2	-	36560856	36564886	[36563978, 36564044, 36563121, 36563954, 36563099, 36563932, 36564031]
7535	chr22	KREMEN1	+	29141943	29146820	[29143173, 29143207]
7536	chr22	SLC2A11	+	23884622	23886312	[23885718]
7537	chr22	GNB1L	-	19783222	19788960	[19788429]
7538	chr22	SERHL2	+	42573935	42574382	[42574287]
7539	chr22	DDX17	-	38483437	38486440	[38485220, 38484949]
7540	chr22	UQCR10	+	29767368	29770413	[29769929]
7541	chr22	SLC35E4	+	30646597	30647893	[30647407]
7542	chr22	SLC35E4	+	30649159	30663299	[30658112, 30660705, 30651588, 30649861, 30652551, 30650506, 30656979, 30650516, 30660761]
7543	chr22	SLC35E4	+	30665492	30669019	[30666832]
7544	chr22	C22orf23	-	37943049	37944246	[37943749, 37943443, 37943541]
7545	chr22	RTL10	-	19846145	19852486	[19847360, 19847875, 19848015, 19847343, 19850255, 19849682, 19848629]
7546	chr22	SEC14L6	-	30522798	30525109	[30524384, 30524379, 30523862]
7547	chr22	BCL2L13	+	17702242	17703784	[17702409]
7548	chr22	BCL2L13	+	17726676	17730855	[17728707, 17729510, 17729191, 17730192, 17730074, 17729082, 17729113, 17728826]
7549	chr22	SCUBE1	-	43197279	43204149	[43202986, 43203239]
7550	chr22	TRMT2A	-	20111874	20112816	[20112317]
7551	chr22	SRRD	+	26491462	26494658	[26493352, 26493338]
7552	chr22	MIOX	+	50489747	50490648	[50490025]
7553	chr22	LHFPL7	-	24935097	24935595	[24935333]
7554	chr22	SNRPD3	+	24571915	24574971	[24572608, 24572116, 24573888]
7555	chr22	CRYBB1	-	26599277	26599673	[26599412]
7556	chr22	SF3A1	-	30331987	30334695	[30334200]
7557	chr22	TRABD	+	50198344	50199595	[50198693]
7558	chr22	KDELR3	+	38482495	38483447	[38482816]
7559	chr22	ZNF70	-	23738681	23745219	[23743463, 23743436, 23741599]
7560	chr22	EIF3D	-	36510854	36511000	[36510878]
7561	chr22	BID	-	17734137	17735591	[17734545, 17735189, 17735262]
7562	chr22	CSNK1E	-	38290690	38293319	[38291884]
7563	chr22	WBP2NL	+	42026765	42028475	[42027722, 42028014]
7564	chr22	PATZ1	-	31325803	31327309	[31326070]
7565	chr22	C22orf39	-	19440885	19444390	[19441794, 19441540, 19442119, 19441800, 19442570, 19441963, 19441804, 19441519, 19441525, 19442747, 19442109, 19443167]
7566	chr22	PITPNB	-	27851668	27854939	[27854474, 27853947, 27852863]
7567	chr22	PPARA	+	46235132	46243756	[46241091, 46242349, 46241295, 46237715, 46241304, 46241019]
7568	chr22	EWSR1	+	29300121	29300521	[29300322]
7569	chr22	TTC28	-	27978013	27983851	[27980696, 27981673, 27980282, 27979694]
7570	chr22	TMA7B	+	39963919	39964905	[39964161, 39964709]
7571	chr22	ALG12	-	49900228	49904066	[49903237]
7572	chr22	UPB1	+	24525710	24528390	[24526569]
7573	chr22	ZNF280B	-	22484420	22489466	[22486632, 22487722, 22489411, 22485206]
7574	chr22	AP1B1	-	29327679	29328895	[29327878]
7575	chr22	SFI1	+	31618313	31618588	[31618535]
7576	chr22	PARVB	+	44168601	44172939	[44169200, 44169206, 44170999]
7577	chr22	CPT1B	-	50568860	50569421	[50569109]
7578	chr22	PPP6R2	+	50444198	50445090	[50444360]
7579	chr22	MICALL1	+	37940708	37942822	[37941991]
7580	chr22	TXNRD2	-	19893907	19895200	[19894680, 19894273]
7581	chr22	EP300	+	41176772	41180077	[41179480]
7582	chr22	SEC14L3	-	30459228	30460142	[30459759]
7583	chr22	DUSP18	-	30652050	30664080	[30654149, 30654156, 30653868, 30659792, 30663256, 30655961, 30656477]
7584	chr22	DERL3	-	23834502	23837154	[23836749]
7585	chr22	CCDC157	+	30365989	30367107	[30366764]
7586	chr22	CCDC157	+	30376432	30378673	[30376806]
7587	chr22	APOBEC3F	+	39052576	39055972	[39053635, 39053316, 39053894, 39053623, 39053631]
7588	chr22	PNPLA5	-	43879677	43880885	[43879861]
7589	chr22	MCHR1	+	40680948	40682812	[40682065, 40682433]
7590	chr22	TIMP3	+	32859179	32863041	[32862434, 32860965, 32860969, 32860939, 32860555, 32860857]
7591	chr22	SPECC1L	+	24414533	24417738	[24415556, 24417238]
7592	chr22	MCM5	+	35424153	35425431	[35424484]
7593	chr22	SSTR3	-	37204236	37207839	[37205180]
7594	chr22	C1QTNF6	-	37180165	37182735	[37181278]
7595	chr22	PISD	-	31618490	31619836	[31619378]
7596	chr22	LRRC74B	+	21060372	21064168	[21062019, 21063342, 21060859, 21062420, 21061882, 21061403]
7597	chr22	IGLL5	+	22895374	22896111	[22895813]
7598	chr22	ZBED4	+	49883333	49890080	[49885016, 49888425, 49883725, 49888279]
7599	chr22	PARVG	+	44206316	44208469	[44206639]
7600	chr22	BRD1	-	49773277	49774416	[49773799]
7601	chr22	SMDT1	+	42081924	42084284	[42083340, 42083349]
7602	chr22	ARSA	-	50622753	50625464	[50623443, 50623451]
7603	chr22	MPST	+	37026998	37029815	[37029084, 37027564, 37028852, 37027574]
7604	chr22	SYN3	-	32507819	32513824	[32510595, 32510437, 32508745, 32510569, 32512945, 32511679]
7605	chr22	TCF20	-	42160012	42168736	[42167905, 42164410, 42165420]
7606	chr22	NOL12	+	37691173	37693474	[37692376, 37691748]
7607	chr22	KIAA1671	+	25190701	25197448	[25192051, 25191540, 25192023]
7608	chr22	RAB36	+	23161499	23165663	[23164332]
7609	chr22	ZDHHC8	+	20145228	20148007	[20146439]
7610	chr22	ZC3H7B	+	41357176	41360147	[41359303]
7611	chr22	ZNRF3	+	29053578	29057488	[29055970, 29053744, 29056467, 29054037, 29055930, 29056859]
7612	chr22	UBE2L3	+	21621514	21624034	[21623464, 21621858, 21622916]
7613	chr22	NDUFA6	-	42085525	42086314	[42086133, 42086286]
7614	chr22	HPS4	-	26443108	26444694	[26444244]
7615	chr22	HPS4	-	26450881	26453972	[26452084, 26452119]
7616	chr22	FAM227A	-	38578117	38586199	[38580615, 38584776, 38582185, 38585649, 38580245, 38580501, 38585109, 38581402, 38584157, 38579550, 38584223]
7617	chr22	TBX1	+	19779219	19779546	[19779489]
7618	chr22	MYO18B	+	26026444	26031045	[26029048, 26030225]
7619	chr22	DMC1	-	38518947	38520089	[38519427]
7620	chr22	SLC5A1	+	32109989	32113029	[32111690, 32112483, 32110997]
7621	chr22	SNAP29	+	20887678	20891214	[20889018, 20889475, 20889788]
7622	chr22	LIMK2	+	31276788	31277638	[31277387, 31277333]
7623	chr22	LIMK2	+	31278296	31280080	[31279711]
7624	chr22	APOBEC3D	+	39032197	39033277	[39032936]
7625	chr22	YWHAH	+	31956138	31957603	[31957297]
7626	chr22	IL2RB	-	37125837	37128848	[37126312]
7627	chr22	TCN2	+	30626459	30627271	[30627038]
7628	chr22	CCDC117	+	28786088	28789301	[28788299, 28786891, 28787726, 28788559, 28786680, 28786556, 28787773]
7629	chr22	XKR3	-	16783479	16784409	[16783701]
7630	chr22	FAM83F	+	40029515	40043534	[40037890, 40034730, 40040654, 40036558, 40038900, 40030012, 40037213, 40036510]
7631	chr22	MN1	-	27748276	27751096	[27750426]
7632	chr22	TNRC6B	+	40322853	40335808	[40329537, 40330529, 40330051, 40323335, 40328232, 40333353, 40330058, 40323562, 40327341, 40330128, 40325969, 40327345, 40332690, 40330646, 40326264]
7633	chr22	CDPF1	-	46244012	46245238	[46244536]
7634	chr22	ZNF74	+	20405376	20408455	[20407566, 20407663, 20406669, 20407263]
7635	chr22	IL17REL	-	49991810	49997074	[49992625, 49992603, 49992613]
7636	chr22	ADA2	-	17178789	17181576	[17179233, 17179822, 17179319]
7637	chr22	THOC5	-	29505878	29508520	[29507370, 29508343, 29507374, 29508210]
7638	chr22	CENPM	-	41938736	41943701	[41940770, 41940243, 41940239]
7639	chr22	SULT4A1	-	43824508	43826113	[43825631]
7640	chr22	RANGAP1	-	41244778	41246672	[41246313, 41245629]
7641	chr22	SMARCB1	+	23834140	23838009	[23834488, 23836020]
7642	chr22	PKDREJ	-	46255662	46263343	[46258404, 46260789]
7643	chr22	SLC25A17	-	40769629	40770981	[40770099, 40769926]
7644	chr22	CECR2	+	17552834	17558151	[17554122, 17553922, 17556092, 17555996]
7645	chr22	NUP50	+	45184452	45188017	[45185613, 45184805, 45184919]
7646	chr22	CCT8L2	-	16590750	16592810	[16591092]
7647	chr22	SEC14L2	+	30422276	30425303	[30423824, 30424588]
7648	chr22	GUCD1	-	24540437	24543100	[24542260]
7649	chr22	APOBEC3H	+	39102511	39104067	[39103475, 39103421, 39103318]
7650	chr22	SEZ6L	+	26380265	26383596	[26382817, 26381172, 26382833]
7651	chr22	TTLL1	-	43039515	43039905	[43039664]
7652	chr22	TRIOBP	+	37772600	37776556	[37774497]
7653	chr22	TFIP11	-	26491239	26492368	[26491953, 26491521]
7654	chr22	PEX26	+	18087971	18105396	[18092960, 18093600, 18097888, 18093762, 18100421, 18093768, 18098827, 18099469, 18090061, 18093587, 18093269, 18099253, 18098843, 18091000, 18089403, 18100414, 18092990, 18095071]
7655	chr22	TAFA5	+	48749838	48751932	[48750804]
7656	chr22	FAM118A	+	45340385	45341955	[45340746, 45341110]
7657	chr22	EIF4ENIF1	-	31439366	31440121	[31439568]
7658	chr22	RBX1	+	40972475	40973309	[40972646]
