	Chrom	Gene	Strand	Start	End	Positions
4434	chr13	PCCA	+	100530097	100530435	[100530410]
4435	chr13	MRPL57	+	21176911	21179084	[21177386, 21179024, 21177992, 21177517, 21178378]
4436	chr13	ING1	+	110719228	110723339	[110720027, 110720164, 110723321]
4437	chr13	ZMYM2	+	20085821	20089115	[20086711, 20086598, 20088942]
4438	chr13	DNAJC15	+	43107177	43114213	[43109809, 43107438]
4439	chr13	LHFPL6	-	39342891	39344054	[39342905, 39343306, 39343780]
4440	chr13	DIAPH3	-	59665582	59666846	[59665611]
4441	chr13	USP12	-	27066155	27069384	[27066160, 27067869, 27066698, 27067269, 27067091, 27068310, 27068436]
4442	chr13	GAS6	-	113820548	113821018	[113820559]
4443	chr13	THSD1	-	52377166	52378789	[52377189]
4444	chr13	FBXL3	-	77005259	77007788	[77005323]
4445	chr13	DCLK1	-	35845899	35850776	[35845907]
4446	chr13	GTF3A	+	27435432	27435823	[27435802]
4447	chr13	TDRD3	+	60567524	60573879	[60573864]
4448	chr13	LRCH1	+	46750539	46753041	[46751438, 46752969, 46752783]
4449	chr13	N4BP2L1	-	32400722	32403761	[32400777]
4450	chr13	N4BP2L1	-	32424921	32425955	[32425038, 32425133]
4451	chr13	SLC25A30	-	45393315	45396015	[45393368]
4452	chr13	MTMR6	-	25246221	25249492	[25247314, 25247466, 25248071, 25248310]
4453	chr13	RPL21	+	27256435	27256568	[27256567]
4454	chr13	DGKH	+	42229098	42242896	[42242875, 42234731]
4455	chr13	UBAC2	+	99385227	99386504	[99386462]
4456	chr13	NHLRC3	+	39047673	39050109	[39048247, 39050085]
4457	chr13	KBTBD7	-	41189833	41194569	[41191584, 41189842, 41191708, 41191146, 41190781]
4458	chr13	RCBTB1	-	49531945	49534262	[49531952]
4459	chr13	MTUS2	+	29502992	29505947	[29505587]
4460	chr13	TM9SF2	+	99562690	99564048	[99563982, 99562815, 99563392, 99562997]
4461	chr13	XPO4	-	20777328	20783919	[20779141, 20778894, 20783719]
4462	chr13	FARP1	+	98448235	98455176	[98452986, 98451557, 98448424, 98449750, 98452816, 98451444, 98451702, 98452586, 98450411]
4463	chr13	RFXAP	+	36827642	36829104	[36829100]
4464	chr13	TUBGCP3	-	112485010	112486151	[112485024]
4465	chr13	OBI1	-	78614288	78617122	[78614304, 78615242]
4466	chr13	KLF12	-	73686088	73695671	[73686098]
4467	chr13	UFM1	+	38360040	38363619	[38360839, 38363255, 38361521]
4468	chr13	MYCBP2	-	77044656	77045493	[77044892]
4469	chr13	EFNB2	-	106489744	106493428	[106492244, 106489804]
4470	chr13	ABHD13	+	108229198	108234243	[108230887]
4471	chr13	PABPC3	+	25096135	25099254	[25098049]
4472	chr13	HSPH1	-	31134972	31137524	[31137420, 31136601, 31136479, 31137173, 31137058, 31135092]
4473	chr13	KBTBD6	-	41127568	41132802	[41127584, 41129677]
4474	chr13	RFC3	+	33836103	33837500	[33837485, 33837355]
4475	chr13	RFC3	+	33966086	33966558	[33966548]
4476	chr13	GPR180	+	94627012	94634661	[94629272, 94634647, 94629681, 94628871, 94628457, 94627352]
4477	chr13	EXOSC8	+	37009183	37009614	[37009613, 37009397]
4478	chr13	IPO5	+	98021735	98024296	[98023886, 98022502, 98023380, 98024294, 98021871, 98023095, 98022292]
4479	chr13	BORA	+	72755150	72756196	[72756191, 72755491]
4480	chr13	ZIC5	-	99962963	99965819	[99963251, 99963051, 99963773]
4481	chr13	PCID2	-	113177535	113178287	[113177777, 113177665, 113177546]
4482	chr13	CDC16	+	114272183	114272723	[114272482, 114272714]
4483	chr13	RNASEH2B	+	50956357	50956762	[50956749, 50956492]
4484	chr13	RNASEH2B	+	50969931	50970460	[50970451]
4485	chr13	KLF5	+	73075707	73077538	[73077523]
4486	chr13	MTIF3	-	27435642	27435893	[27435642]
4487	chr13	EEF1AKMT1	-	20728730	20729216	[20729002]
4488	chr13	ESD	-	46771255	46771496	[46771258]
4489	chr13	NAA16	+	41375404	41377030	[41376850]
4490	chr13	CKAP2	+	52465294	52465843	[52465842, 52465697]
4491	chr13	CKAP2	+	52474894	52476627	[52475147, 52476331, 52476611]
4492	chr13	RBM26	-	79318867	79320710	[79319285, 79319971, 79320246, 79319465]
4493	chr13	CHAMP1	+	114323787	114327322	[114327321, 114327187]
4494	chr13	KATNAL1	-	30202629	30208738	[30202642, 30208480]
4495	chr13	LACC1	+	43890113	43893932	[43893763, 43893916]
4496	chr13	VPS36	-	52412605	52415923	[52412626, 52415326, 52413502, 52413167, 52413029]
4497	chr13	IRS2	-	109752694	109756308	[109755243, 109754086, 109753849]
4498	chr13	N4BP2L2	-	32432484	32436405	[32432834]
4499	chr13	N4BP2L2	-	32510291	32521449	[32516948, 32517622, 32513576, 32517818, 32521373]
4500	chr13	LAMP1	+	113322281	113323672	[113323432, 113323671, 113323251, 113323041, 113322592]
4501	chr13	ZC3H13	-	45954464	45957297	[45954488, 45956410]
4502	chr13	SAP18	+	21147185	21149097	[21147298, 21149081, 21148919, 21147599, 21148213, 21148369, 21148836]
4503	chr13	TPP2	+	102678226	102679958	[102679167, 102678478, 102679419, 102679068]
4504	chr13	RCBTB2	-	48488962	48490251	[48489902]
4505	chr13	CUL4A	+	113229641	113230219	[113230217]
4506	chr13	CUL4A	+	113263486	113267108	[113264369, 113265051, 113264685, 113264952, 113264158]
4507	chr13	GPALPP1	+	45027784	45037669	[45033599, 45032263, 45031888, 45031521, 45030256, 45029036]
4508	chr13	LIG4	-	108207441	108211296	[108207484]
4509	chr13	NDFIP2	+	79551016	79556077	[79556058, 79553901, 79554072, 79552912]
4510	chr13	CARS2	-	110641416	110641608	[110641416]
4511	chr13	CARS2	-	110663451	110664046	[110663540]
4512	chr13	PIBF1	+	73015868	73016461	[73016046]
4513	chr13	WBP4	+	41082703	41084006	[41083064]
4514	chr13	MPHOSPH8	+	19671833	19673441	[19673440, 19672510, 19671980]
4515	chr13	SKA3	-	21153594	21155150	[21153606, 21153799, 21154001, 21154364, 21155025]
4516	chr13	PCDH9	-	66302833	66305028	[66302881]
4517	chr13	PCDH9	-	67201014	67228575	[67225342]
4518	chr13	CENPJ	-	24882278	24883369	[24883096]
4519	chr13	ELF1	-	40931918	40934028	[40932212]
4520	chr13	SOHLH2	-	36168216	36169054	[36168314]
4521	chr13	PSPC1	-	19674751	19677823	[19674757, 19675026, 19675450]
4522	chr13	PSPC1	-	19702499	19703360	[19703130, 19702880, 19702528]
4523	chr13	PHF11	+	49528510	49528976	[49528965]
4524	chr13	POU4F1	-	78598361	78602551	[78599729, 78599439, 78598956, 78601002]
4525	chr13	MIPEP	-	23730188	23730445	[23730284, 23730190]
4526	chr13	TMTC4	-	100603624	100605142	[100603958, 100604095, 100603634]
4527	chr13	COG3	+	45534701	45536701	[45536585, 45536424]
4528	chr13	ABCC4	-	95019834	95021682	[95019837]
4529	chr13	ABCC4	-	95095770	95096179	[95095986, 95095820]
4530	chr13	SLC7A1	-	29509413	29514583	[29509415, 29512094, 29511978, 29509923, 29510498]
4531	chr13	DCUN1D2	-	113455818	113458108	[113455832, 113455964, 113456110]
4532	chr13	ARHGEF7	+	111302990	111305734	[111305720, 111305434]
4533	chr13	SUCLA2	-	47942655	47943445	[47942662]
4534	chr13	TSC22D1	-	44432142	44434883	[44433531, 44433814]
4535	chr13	SPART	-	36301637	36304632	[36303020, 36303601, 36301669, 36303846, 36304373]
4536	chr13	NUDT15	+	48045659	48047221	[48047211]
4537	chr13	NBEA	+	35670900	35672736	[35672632]
4538	chr13	LPAR6	-	48411137	48413113	[48411475, 48412972]
4539	chr13	VWA8	-	41719336	41719742	[41719348]
4540	chr13	C1QTNF9B	-	23891098	23892061	[23891949]
4541	chr13	SLITRK5	+	87675380	87679616	[87679609]
4542	chr13	TMCO3	+	113534044	113535291	[113534299]
4543	chr13	TMCO3	+	113549424	113550229	[113550176, 113549832]
4544	chr13	POMP	+	28678034	28678959	[28678323, 28678483, 28678802]
4545	chr13	STK24	-	98445184	98453209	[98449580, 98452161, 98448306, 98451358, 98451445, 98452829, 98451561, 98452587, 98450323]
4546	chr13	GPC6	+	94403014	94408020	[94403502, 94407399, 94407197]
4547	chr13	SLC46A3	-	28700079	28701581	[28700091]
4548	chr13	DNAJC3	+	95790872	95794988	[95794976, 95794681, 95794890, 95791068]
4549	chr13	TFDP1	+	113640119	113641473	[113641161, 113640800, 113641462, 113640626]
4550	chr13	TGDS	-	94574053	94574852	[94574152]
4551	chr13	ZDHHC20	-	21372570	21378738	[21372593, 21372830]
4552	chr13	GGACT	-	100530179	100532601	[100530181, 100531611]
4553	chr13	ARGLU1	-	106541672	106544160	[106543347, 106544055]
4554	chr13	USPL1	+	30657473	30660766	[30660746]
4555	chr13	RNF6	-	26212774	26215592	[26212779, 26212968]
4556	chr13	NALF1	-	107163509	107170786	[107169989, 107169671, 107168707, 107169019]
4557	chr13	TEX30	-	102765887	102766580	[102766111, 102766387]
4558	chr13	RASA3	-	113977782	113979422	[113977797]
4559	chr13	MED4	-	48075723	48077311	[48076578, 48077215]
4560	chr13	RAP2A	+	97464204	97469128	[97466208, 97467966, 97467670, 97467893]
4561	chr13	TRPC4	-	37632062	37637625	[37636673]
4562	chr13	WASF3	+	26685687	26688948	[26688915]
4563	chr13	KPNA3	-	49699319	49701898	[49699319, 49701256, 49699991]
4564	chr13	SETDB2-PHF11	+	49528510	49528976	[49528965]
4565	chr13	UTP14C	+	52028318	52033600	[52033594, 52032202, 52032067, 52029567, 52033423, 52030112, 52029150]
4566	chr13	BIVM-ERCC5	+	102875306	102875995	[102875959]
4567	chr13	CDK8	+	26403955	26405238	[26405158, 26404945]
4568	chr13	SMAD9	-	36844830	36848819	[36844832, 36848228, 36846135]
4569	chr13	POLR1D	+	27622874	27623449	[27623448, 27623265]
4570	chr13	POLR1D	+	27665685	27667411	[27667387, 27666296, 27666125]
4571	chr13	ENOX1	-	43213129	43214121	[43213637, 43213309, 43213174]
4572	chr13	MICU2	-	21492690	21493353	[21492700]
4573	chr13	COG6	+	39750945	39752628	[39752491, 39752627]
4574	chr13	MTRF1	-	41216368	41217228	[41217127]
4575	chr13	RAB20	-	110523065	110524197	[110523101]
4576	chr13	TRIM13	+	50011934	50018467	[50018466, 50013144, 50018263, 50014335, 50015076]
4577	chr13	SACS	-	23328829	23341690	[23328831, 23330127, 23329156]
4578	chr13	DZIP1	-	95578201	95582313	[95581959, 95581136]
4579	chr13	COMMD6	-	75525213	75526639	[75526439]
4580	chr13	NUFIP1	-	44939248	44941322	[44939395, 44941020, 44939262, 44941116]
4581	chr13	EPSTI1	-	42886387	42888502	[42888026, 42888114]
4582	chr13	HNRNPA1L2	+	52642405	52643773	[52643747, 52642811]
4583	chr13	ZMYM5	-	19823481	19825235	[19823543]
4584	chr13	ZMYM5	-	19837463	19837821	[19837467]
4585	chr13	ITM2B	+	48261138	48270357	[48261389, 48261864, 48262032]
4586	chr13	PAN3	+	28292381	28295335	[28295333]
4587	chr13	CLN5	+	76998042	77005117	[77002515, 77001295, 77000341]
4588	chr13	MBNL2	+	97391321	97394120	[97394104, 97394016]
4589	chr13	MZT1	-	72708366	72710345	[72708652, 72708387, 72709455, 72709630]
4590	chr13	LNX2	-	27545912	27548470	[27546023, 27545931]
4591	chr13	CCDC169-SOHLH2	-	36168216	36169054	[36168314]
4592	chr13	BRCA2	+	32398161	32400268	[32399150, 32400267]
4593	chr13	CDADC1	+	49291683	49293485	[49293470]
4594	chr13	SUGT1	+	52687733	52700909	[52688278, 52695522, 52700835, 52687935, 52688728]
4595	chr13	SUPT20H	-	37009311	37009809	[37009311, 37009398]
4596	chr13	LMO7	+	75857920	75859870	[75858346, 75858669]
4597	chr13	SLC25A15	+	40809542	40812460	[40812459, 40809811]
4598	chr13	CCNA1	+	36442613	36442870	[36442812]
4599	chr13	CLYBL	+	99891317	99909444	[99892535]
4600	chr13	NEK3	-	52132646	52133226	[52132669, 52132778]
4601	chr13	DIS3	-	72752168	72759878	[72757442, 72755928, 72758957, 72754279, 72759281, 72755287, 72752186]
4602	chr13	SETDB2	+	49491731	49495003	[49491872]
4603	chr13	HMGB1	-	30456703	30461688	[30458765, 30461276, 30460779, 30459827, 30460890, 30458969, 30458361]
4604	chr13	LATS2	-	20973035	20975364	[20973046, 20974450]
4605	chr13	NUP58	+	25339964	25342421	[25340112, 25342414, 25342108, 25342213, 25341534, 25340900]
4606	chr13	CRYL1	-	20403668	20404242	[20403671, 20403919]
4607	chr13	SHISA2	-	26044596	26047066	[26044596, 26044794, 26045230]
4608	chr13	ERCC5	+	102875306	102875995	[102875959]
4609	chr13	SPRY2	-	80335975	80337756	[80335976]
4610	chr13	POSTN	-	37562584	37563370	[37562661]
4611	chr13	ANKRD10	-	110878539	110880112	[110878553, 110878929]
4612	chr13	ANKRD10	-	110892691	110893263	[110892766]
4613	chr13	POGLUT2	-	102784280	102784512	[102784296]
4614	chr13	NAXD	+	110638241	110639996	[110639992, 110639697, 110639845]
4615	chr7	PTCD1	-	99416738	99420149	[99417429, 99419391, 99419128]
4616	chr7	PPIA	+	44801286	44803117	[44803111, 44801645]
4617	chr7	ZDHHC4	+	6588395	6589374	[6588979, 6588785]
4618	chr7	ATP5MF-PTCD1	-	99416738	99420149	[99417429, 99419391, 99419128]
4619	chr7	EIF3B	+	2379393	2380745	[2380740]
4620	chr7	EXOC4	+	134064290	134065761	[134065760]
4621	chr7	BZW2	+	16706059	16706517	[16706516, 16706153]
4622	chr7	ARL4A	+	12688165	12690958	[12690132, 12689169, 12688737]
4623	chr7	TBRG4	-	45100099	45100426	[45100102]
4624	chr7	MCM7	-	100092727	100093133	[100092759]
4625	chr7	ZKSCAN5	+	99531107	99534700	[99533449]
4626	chr7	TMEM106B	+	12231836	12243367	[12233077, 12237182, 12232855, 12236993, 12233689, 12242341]
4627	chr7	MTERF1	-	91870928	91874764	[91872906, 91870951]
4628	chr7	ALKBH4	-	102456237	102457981	[102456858]
4629	chr7	YAE1	+	39572276	39572881	[39572875]
4630	chr7	MTPN	-	135926759	135930012	[135926760, 135929765]
4631	chr7	PURB	-	44876298	44885530	[44876298, 44882959, 44884312, 44882481]
4632	chr7	HOXA4	-	27128524	27129571	[27128548]
4633	chr7	HYCC1	-	22934210	22947247	[22945304, 22941300, 22944434, 22941523, 22945999]
4634	chr7	TMEM209	-	130164712	130166505	[130164832, 130164723]
4635	chr7	PHKG1	-	56080294	56081299	[56080340]
4636	chr7	GET4	+	895333	896436	[896422, 895650]
4637	chr7	ZNF775	+	150396512	150398630	[150398626]
4638	chr7	MEST	+	130504938	130506465	[130506327, 130506219, 130506082]
4639	chr7	TRIM24	+	138584741	138589996	[138585419, 138585580, 138585858]
4640	chr7	ZNF746	-	149472695	149475483	[149472832]
4641	chr7	ASNS	-	97851676	97852468	[97852128]
4642	chr7	GTF2IRD1	+	74602364	74602605	[74602591]
4643	chr7	TWIST1	-	19115467	19117636	[19115473, 19116053, 19116146, 19115599, 19116671]
4644	chr7	ARPC1A	+	99365890	99366262	[99366261]
4645	chr7	GPR37	-	124743884	124747343	[124746439]
4646	chr7	BUD23	+	73697831	73698212	[73698136]
4647	chr7	ZNF425	-	149102783	149105566	[149102785]
4648	chr7	ESYT2	-	158730996	158734252	[158733583, 158731005, 158733469, 158733764]
4649	chr7	IQCE	+	2610043	2614728	[2614726]
4650	chr7	PRKAG2	-	151556126	151560617	[151556163, 151556620, 151556459, 151556999]
4651	chr7	PPP1R35	-	100435281	100435533	[100435283]
4652	chr7	ING3	+	120956159	120956980	[120956956]
4653	chr7	ING3	+	120974727	120977216	[120975632, 120974873]
4654	chr7	SMIM30	-	113116717	113117607	[113116732]
4655	chr7	TMEM120A	-	75986830	75987428	[75986986]
4656	chr7	CAV1	+	116558945	116561185	[116559628, 116561178, 116559420]
4657	chr7	NDUFB2	+	140704859	140706643	[140704964, 140706642, 140706490]
4658	chr7	CALU	+	128769062	128773400	[128770591, 128773399, 128771461, 128771833, 128770141, 128770245, 128773165, 128771190, 128772188, 128769588]
4659	chr7	ACTR3B	+	152854457	152855378	[152855376, 152855218]
4660	chr7	ARF5	+	127591212	127591700	[127591699]
4661	chr7	FIS1	-	101239471	101239903	[101239614, 101239771]
4662	chr7	GATAD1	+	92456371	92460075	[92457447, 92458136, 92457170, 92458821, 92459225]
4663	chr7	FKBP9	+	33005174	33006928	[33005653, 33006927]
4664	chr7	EEPD1	+	36299006	36301538	[36299707, 36301380]
4665	chr7	CAV2	+	116505970	116508541	[116506444, 116508540, 116506939, 116507675, 116508213, 116506643, 116507075, 116507480]
4666	chr7	FAM200A	-	99546299	99548506	[99546424]
4667	chr7	ZNF862	+	149864108	149867479	[149867449]
4668	chr7	TRA2A	-	23504779	23505569	[23504787, 23504987]
4669	chr7	AMPH	-	38383703	38384925	[38383705, 38384001]
4670	chr7	TNS3	-	47275153	47278220	[47275156, 47276814, 47277347]
4671	chr7	POLD2	-	44114679	44114945	[44114847, 44114689]
4672	chr7	DUS4L-BCAP29	+	107618327	107623317	[107619421, 107621788, 107618610, 107620522, 107620321, 107623140, 107623278]
4673	chr7	BMPER	+	34153091	34156427	[34154507, 34154317]
4674	chr7	AEBP1	+	44113593	44114560	[44114508]
4675	chr7	RAC1	+	6402315	6403967	[6403966, 6402690, 6402522, 6403613]
4676	chr7	ZNF92	+	65398340	65401136	[65401071]
4677	chr7	CCZ1B	-	6798936	6799279	[6798940]
4678	chr7	PLOD3	-	101205983	101206436	[101205983]
4679	chr7	MIOS	+	7606995	7609144	[7607225, 7607465, 7609097]
4680	chr7	GUSB	-	65960683	65961063	[65960693, 65960944]
4681	chr7	MRPS33	-	141002609	141006535	[141006356, 141006168]
4682	chr7	FAM221A	+	23702095	23702650	[23702629]
4683	chr7	RALA	+	39706122	39708120	[39706305, 39708111]
4684	chr7	MDH2	+	76066278	76067508	[76066612, 76067288, 76067451]
4685	chr7	TNRC18	-	5306810	5308312	[5306981, 5306824]
4686	chr7	STX1A	-	73699209	73700484	[73699226]
4687	chr7	NDUFA4	-	10931942	10933692	[10933457]
4688	chr7	TYW1	+	67238307	67239514	[67239497]
4689	chr7	FAM3C	-	121348877	121350550	[121350015, 121348930, 121349044, 121350326]
4690	chr7	FAM133B	-	92560757	92562368	[92561050, 92560936, 92561216]
4691	chr7	AGAP3	+	151122724	151123638	[151123637]
4692	chr7	AGAP3	+	151143736	151144434	[151144433, 151144230]
4693	chr7	KRIT1	-	92198968	92200804	[92200021, 92200364, 92200207]
4694	chr7	MRPL32	+	42937321	42937857	[42937841, 42937593]
4695	chr7	SCRN1	-	29920102	29924115	[29920114, 29920435]
4696	chr7	TAX1BP1	+	27828627	27829767	[27829135, 27828878, 27829643, 27829263]
4697	chr7	SDHAF3	+	97181011	97181763	[97181637]
4698	chr7	IFRD1	+	112475429	112477203	[112475576, 112476039, 112476184, 112475726]
4699	chr7	AP1S1	+	101160518	101161276	[101161224]
4700	chr7	FIGNL1	-	50444132	50447297	[50444133]
4701	chr7	LRCH4	-	100574010	100575304	[100574025, 100574164]
4702	chr7	ABCF2	-	151211483	151214191	[151213558, 151213657, 151212553]
4703	chr7	LMTK2	+	98205463	98209638	[98209537, 98206113]
4704	chr7	HIP1	-	75533297	75538224	[75534455, 75533321, 75533418]
4705	chr7	CACNA2D1	-	81946443	81950508	[81946623, 81948121]
4706	chr7	PDIA4	-	149003050	149004209	[149003050, 149003457, 149003768, 149003286]
4707	chr7	MKRN1	-	140453032	140454729	[140453074, 140453378, 140453913]
4708	chr7	MKRN1	-	140456214	140456866	[140456371]
4709	chr7	GPR146	+	1057491	1059261	[1059246]
4710	chr7	KIAA1549	-	138831380	138838160	[138831386, 138832230, 138837140]
4711	chr7	BBS9	+	33605194	33606069	[33605561, 33605445]
4712	chr7	DTX2	+	76505373	76505991	[76505982]
4713	chr7	RHBDD2	+	75887991	75888926	[75888919]
4714	chr7	KRBA1	+	149731671	149734575	[149734557, 149734429]
4715	chr7	RCC1L	-	75042182	75043109	[75042185, 75042519]
4716	chr7	PODXL	-	131500270	131504508	[131500314]
4717	chr7	SUMF2	+	56079527	56080670	[56080669]
4718	chr7	ERV3-1-ZNF117	-	64971775	64979536	[64975327, 64974588]
4719	chr7	DENND11	-	141656727	141662851	[141656812]
4720	chr7	GARS1	+	30633734	30634033	[30634029, 30633910]
4721	chr7	ACTB	-	5527147	5527891	[5527147, 5527291, 5527629]
4722	chr7	ZP3	+	76441841	76442069	[76442057]
4723	chr7	GTF2I	+	74758779	74760692	[74760691, 74759991]
4724	chr7	TYW1B	-	72574512	72575719	[72574539]
4725	chr7	PNPLA8	-	108470416	108472675	[108471854, 108472563, 108471993]
4726	chr7	AGBL3	+	135010041	135012511	[135012473]
4727	chr7	KMT2C	-	152134924	152136924	[152134928, 152135496, 152135279]
4728	chr7	SBDS	-	66987679	66988499	[66987710]
4729	chr7	TMUB1	-	151081084	151081900	[151081085]
4730	chr7	NRF1	+	129755017	129757076	[129756908, 129757033, 129756719]
4731	chr7	TSC22D4	-	100466518	100467168	[100466521]
4732	chr7	CROT	+	87359205	87360054	[87359403]
4733	chr7	CROT	+	87398523	87399794	[87399715]
4734	chr7	BCAP29	+	107618327	107620478	[107619421, 107618610, 107620321]
4735	chr7	BCAP29	+	107621629	107623317	[107621788, 107623140, 107623278]
4736	chr7	MDFIC	+	114923458	114923665	[114923654]
4737	chr7	MDFIC	+	115015687	115019917	[115018960]
4738	chr7	CDK13	+	40094129	40099580	[40095545, 40097073, 40098625]
4739	chr7	TBL2	-	73567536	73570972	[73569670, 73569010]
4740	chr7	PSMG3	-	1567331	1567850	[1567333, 1567671]
4741	chr7	WIPI2	+	5230834	5233855	[5231119, 5231614, 5231972, 5233817]
4742	chr7	FAM20C	+	259730	260772	[260768]
4743	chr7	NAMPT	-	106248297	106251193	[106250044, 106249453, 106250440, 106250943, 106248531, 106248309, 106248651, 106250560, 106250788]
4744	chr7	YKT6	+	44211553	44214294	[44212542, 44214149, 44214287]
4745	chr7	KMT2E	+	105111824	105115019	[105114061]
4746	chr7	SLC29A4	+	5302796	5306912	[5306911]
4747	chr7	ORC5	-	104126340	104126893	[104126359, 104126600]
4748	chr7	CREB3L2	-	137874978	137880551	[137874987, 137875093]
4749	chr7	CREB3L2	-	137912823	137913078	[137912837]
4750	chr7	PRKAR1B	-	549196	550602	[550254]
4751	chr7	ADAP1	-	897899	898949	[897901]
4752	chr7	NSUN5	-	73302515	73303740	[73303064, 73303229, 73303478]
4753	chr7	CHPF2	+	151237373	151238822	[151238821, 151238587]
4754	chr7	TMEM168	-	112762376	112767744	[112765703]
4755	chr7	SRPK2	-	105116373	105118022	[105116393, 105117570, 105117400, 105117306]
4756	chr7	GTF2IRD2B	+	75112396	75112699	[75112659]
4757	chr7	SLC35B4	-	134289331	134295079	[134289364, 134290425, 134293802, 134293975]
4758	chr7	PSMA2	-	42916860	42917690	[42916870, 42917054, 42917415]
4759	chr7	SMURF1	-	99027439	99030683	[99027452, 99030346]
4760	chr7	SUGCT	+	40860315	40860763	[40860731]
4761	chr7	DNAH11	+	21901006	21901839	[21901174, 21901760]
4762	chr7	EIF4H	+	74195168	74197096	[74197095]
4763	chr7	ZNF777	-	149431362	149432932	[149431363]
4764	chr7	INSIG1	+	155302746	155310235	[155310234, 155308735, 155310029, 155309804, 155308605, 155309182, 155309628]
4765	chr7	SNX13	-	17790760	17794292	[17793578, 17793051, 17791066]
4766	chr7	CYTH3	-	6161778	6165016	[6161778]
4767	chr7	MNX1	-	157004853	157005873	[157004866, 157005118]
4768	chr7	CBX3	+	26211661	26213607	[26213354, 26212491, 26213561]
4769	chr7	POP7	+	100706820	100707486	[100707485, 100707366]
4770	chr7	MTURN	+	30157437	30162762	[30158341, 30162737, 30160584, 30159144, 30157587, 30162610, 30158497, 30158943]
4771	chr7	CHST12	+	2432562	2448484	[2434058, 2441693, 2434597]
4772	chr7	METTL2B	+	128501761	128506602	[128503099, 128502855, 128505253, 128502756, 128502532, 128502099, 128503863, 128504045]
4773	chr7	LSM5	-	32485337	32487293	[32486812, 32485345, 32487151, 32486334]
4774	chr7	ZNF467	-	149764181	149766239	[149764182]
4775	chr7	CUX1	+	102248411	102258233	[102255396, 102258215, 102250040, 102249799]
4776	chr7	AKAP9	+	92110121	92110673	[92110652]
4777	chr7	COL1A2	+	94430246	94431227	[94431223, 94430693, 94431040, 94430472]
4778	chr7	UBE2H	-	129830731	129835061	[129830735, 129834399, 129832759, 129834607, 129834842, 129833159, 129833638, 129833000]
4779	chr7	SUN1	+	873214	874934	[874903, 874607]
4780	chr7	AKR1B1	-	134442349	134442770	[134442352]
4781	chr7	TAS2R4	+	141776673	141781691	[141779826]
4782	chr7	BPGM	+	134678852	134679816	[134679795]
4783	chr7	RPA3	-	7636517	7637082	[7636720]
4784	chr7	PILRB	+	100367348	100367831	[100367780]
4785	chr7	TNPO3	-	128954184	128957315	[128954459, 128954186, 128955089]
4786	chr7	PLEKHA8	+	30078589	30084650	[30084639, 30080593]
4787	chr7	PLEKHA8	+	30117969	30118347	[30118317]
4788	chr7	CCDC71L	-	106654359	106661158	[106656771, 106659381, 106659502]
4789	chr7	POM121	+	72946136	72948299	[72948298, 72948082, 72947532]
4790	chr7	POM121	+	72948327	72951459	[72948420, 72948698]
4791	chr7	TMEM140	+	135164417	135166215	[135165929]
4792	chr7	ZNF800	-	127370042	127371814	[127371715]
4793	chr7	ZNF727	+	64077275	64085339	[64085119, 64082880]
4794	chr7	WDR91	-	135183838	135186315	[135185272, 135185792]
4795	chr7	SSBP1	+	141750310	141750488	[141750461]
4796	chr7	ZNF783	+	149281504	149284988	[149284978]
4797	chr7	CYCS	-	25118655	25123849	[25122829, 25123605, 25123434, 25120104]
4798	chr7	FOXK1	+	4762183	4771442	[4771441, 4771331]
4799	chr7	ZKSCAN1	+	100033304	100041689	[100041688, 100037851, 100038975, 100039309, 100036704, 100038000, 100038162, 100041375, 100039859, 100033485, 100033360]
4800	chr7	POLR2J3	-	102566965	102567083	[102567021]
4801	chr7	CCT6A	+	56063012	56063989	[56063405, 56063988, 56063528]
4802	chr7	TECPR1	-	98214623	98217503	[98216585, 98216750, 98215302]
4803	chr7	ASL	+	66092767	66093576	[66092906]
4804	chr7	URGCP-MRPS24	-	43866557	43869074	[43866557, 43867557]
4805	chr7	RABGEF1	+	66807837	66811464	[66811463, 66809497, 66811162]
4806	chr7	ZNF277	+	112342560	112343934	[112343050, 112343927]
4807	chr7	TMEM248	+	66955501	66958551	[66958550, 66956151, 66955975]
4808	chr7	NUP205	+	135648403	135648753	[135648752, 135648450]
4809	chr7	AP4M1	+	100106657	100109039	[100109032, 100107306]
4810	chr7	ZNF789	+	99479660	99482326	[99482297]
4811	chr7	DOCK4	-	111726109	111728720	[111726152]
4812	chr7	CDCA7L	-	21900898	21902352	[21900948, 21901641]
4813	chr7	ETV1	-	13891228	13896087	[13894175]
4814	chr7	ATP6V1F	+	128865376	128865847	[128865845]
4815	chr7	BRAF	-	140730664	140734770	[140734543]
4816	chr7	POLM	-	44072061	44073430	[44072253]
4817	chr7	SLC12A9	+	100865718	100867012	[100866997]
4818	chr7	ZNF12	-	6688432	6692703	[6688437, 6690483]
4819	chr7	SND1	+	128091992	128092593	[128092592, 128092339]
4820	chr7	H2AZ2	-	44826888	44830163	[44826888, 44827115, 44829995]
4821	chr7	H2AZ2	-	44831977	44834562	[44834221, 44831990, 44832095, 44834472]
4822	chr7	IL6	+	22731405	22731998	[22731976, 22731818, 22731713]
4823	chr7	STMP1	+	135674090	135676416	[135676402, 135675196, 135674598, 135674491, 135674756, 135674968]
4824	chr7	IMMP2L	-	110662643	110663721	[110663122]
4825	chr7	MRM2	-	2234194	2235564	[2234206, 2234535]
4826	chr7	SMARCD3	-	151238779	151239156	[151238893]
